level3CategoryId,level2CategoryId,level1CategoryId,categoryName
49616,8352,976,"Dây, quai đeo túi"
18332,18328,8322,Mô hình trang trí
23304,1954,1883,"Bình, ly uống cà phê và phụ kiện"
3177,1954,1883,"Ly, cốc & phụ kiện ly"
3178,1954,1883,"Tô, chén, dĩa"
54356,54344,44792,"Bánh bao, há cảo, mandu"
54284,54276,44792,Thịt đông lạnh
8171,2307,1520,Nhiệt kế
2327,1974,1883,Thang nhôm
2806,1974,1883,"Thùng đồ nghề, túi công cụ"
4452,1974,1883,Bảo hộ lao động
2759,1974,1883,Bộ dụng cụ đa năng
2760,1974,1883,Dụng cụ sửa chữa khác
12984,1974,1883,Xe đẩy hàng
3422,1582,1520,Kem chống nắng
5385,977,8371,Đồng hồ dây kim loại
1804,8215,1815,Tai Nghe Có Dây
54424,54412,44792,"Trà khô, trà đóng chai"
11843,8370,27498,Phụ kiện kính
11839,8370,27498,Kính áp tròng
11374,8370,27498,Mắt kính trẻ em
8728,1884,1882,Đồ dùng nhà bếp khác
24130,24128,1975,Máy chạy bộ
23322,1954,1883,Dụng cụ pha chế
3179,1954,1883,"Đũa, muỗng, nĩa"
24286,8428,1975,"Trang phục, phụ kiện chống thấm nước"
24300,24294,1975,Dây câu
7077,26568,4221,"Đầu CD, DVD, karaoke, Blu-ray"
1907,7741,8322,Tập vở các loại 
10384,5342,1686,Dép nam quai ngang
10383,5342,1686,Dép nam xỏ ngón
49638,5342,1686,Dép nam đi trong nhà
49578,984,1703,Dép quai ngang
49634,5341,1686,Giày sandals nam quai ngang
49580,984,1703,Dép đi trong nhà
8170,2307,1520,Cân sức khỏe
13370,11326,11312,Khám sức khỏe tổng quát
24246,6141,1975,Quần áo cầu lông nữ
8088,12884,1846,Máy Fax
24396,11322,11312,Chăm sóc da mặt
7273,2667,1815,Ghế Gaming
7603,5015,4221,Tivi OLED
54434,54430,44792,Đồ chay đông lạnh
8061,8061,1789,Điện thoại bàn
12900,5015,4221,Tivi cao cấp
4075,28814,1801,Đèn Flash và Phụ Kiện
28816,28814,1801,Đèn Chiếu Sáng Studio
28820,28814,1801,Thiết Bị Phản Sáng và Phụ Kiện
28818,28814,1801,Máy Đo Sáng và Phụ Kiện
23238,2015,1883,Đèn trần
1931,1884,1882,Bình đun siêu tốc
2025,1884,1882,Máy làm sữa đậu nành
2108,1884,1882,Máy đánh trứng
23822,1884,1882,Máy hút chân không
1942,1884,1882,Siêu sắc thuốc
2026,1884,1882,Máy làm sữa chua
1932,1884,1882,Bình thủy điện
2044,1884,1882,Vỉ nướng điện
7239,1884,1882,Máy làm tỏi đen
2315,1884,1882,Máy làm bánh
4875,1884,1882,"Máy hút khói, khử mùi"
23818,1884,1882,Máy sấy chén
23824,1884,1882,Máy hàn miệng túi
23820,1884,1882,Máy sấy thực phẩm
8082,1884,1882,Máy làm kem
10222,4421,4384,Bánh kẹo khác
4876,1946,1882,Cây Nước Nóng Lạnh
23446,2223,1883,Dụng cụ ngoài trời khác
54476,54474,44792,"Kem đánh răng, bàn chải"
49566,1192,1703,Giày búp bê mũi tròn
49564,1192,1703,Giày búp bê mũi nhọn
49588,4551,1703,Giày lười mũi nhọn
49568,1192,1703,Giày búp bê mũi vuông
1192,1192,1703,Giày búp bê
49546,8355,1703,Giày bít mũi quai ngang
1008,1008,1703,Giày Đế xuồng nữ 
49556,4550,1703,Giày sandals đế bằng
49584,4551,1703,Giày lười hở gót
49522,49516,915,Áo gia đình
49518,49516,915,Áo đôi
49520,49516,915,Quần đôi
5333,917,915,Áo thun nam ngắn tay có cổ
8950,5015,4221,Tivi QLED
49604,4561,976,Ví ngắn
49606,4561,976,Ví dài
49654,959,27616,Ví nam đứng
49534,49532,915,Áo nam trung niên
29014,8093,1846,Towers - Máy Chủ - Server
24380,11319,11312,Vé tham quan - du lịch
27546,11375,8371,Đồng hồ bé gái
27544,11375,8371,Đồng hồ bé trai
24256,6141,1975,Quần áo bóng rổ nữ
868,316,8322,Sách Tâm lý - Giới tính
8451,24306,1975,"Dụng cụ cổ động, cổ vũ"
10388,1698,931,Áo hai dây - Áo ba lỗ nữ
11894,8431,8594,Xe đạp thông dụng
11900,8431,8594,Xe đạp gấp
11902,8431,8594,Xe đạp trẻ em
11896,8431,8594,Xe đạp thời trang
11898,8431,8594,Xe đạp đua
11914,8431,8594,Xe đạp Fixed Gear
1634,2306,1520,Dao - Máy cạo râu & Hớt tóc
2555,2551,2549,Khăn giấy ướt cho bé
1633,2307,1520,Băng keo cá nhân
23082,23054,1883,Phụ kiện thờ cúng
23072,23054,1883,Bàn thờ
23258,1966,1883,Kệ nhà tắm
23078,23054,1883,"Hương, nhang"
23056,23054,1883,Bộ đồ thờ
54392,54384,44792,"Mì, bún khô, bánh tráng"
968,27550,27498,"Thắt lưng, dây nịt nam"
1701,27600,931,Quần jean nữ
6541,18328,8322,Thiệp - Bưu ảnh
49598,4558,976,Túi đeo chéo dạo phố
6524,27612,6000,Cặp đựng laptop
49618,8352,976,Phụ kiện cài túi
958,958,27616,Túi đeo chéo nam
49602,4560,976,Túi xách vừa và nhỏ
939,27600,931,Quần shorts nữ
21400,21382,17166,Thiết bị Game
6742,2667,1815,Phụ Kiện Gaming
15318,8374,8371,Vòng tay
24292,8428,1975,Đồ dùng dã ngoại khác
5905,2306,1520,Máy & Dụng cụ rửa mặt 
2685,1966,1883,Khăn
24280,8428,1975,Túi ngủ
21368,21356,17166,Hoạt động dã ngoại
5478,22998,4384,"Ngũ cốc, bột"
8049,8047,1801,Phụ Kiện Máy Bay Camera - Drone
28858,26568,4221,Thiết bị phát Streaming
1795,1795,1789,Điện thoại Smartphone
1948,5250,2549,"Lắp ghép, Xếp hình"
4505,5250,2549,Boardgame
10445,5250,2549,Cờ
10538,5250,2549,Trò chơi trí tuệ
10536,5250,2549,Đồ chơi ảo thuật
10537,5250,2549,Trò chơi dân gian
4604,5250,2549,Đồ chơi nhạc cụ
10539,5250,2549,Video games
2848,5250,2549,Đồ chơi gỗ
1938,5250,2549,"Búp bê, Thú bông"
922,27562,915,Quần tây nam
938,27600,931,Quần tây nữ
921,27562,915,Quần kaki nam
1716,27600,931,Quần legging - tregging nữ
2606,8339,2549,Bột ăn dặm
6570,8339,2549,Bánh ăn dặm
28762,1818,1801,Nắp Ống Kính
28824,28822,1801,Máy Quay Phim Chuyên Dụng
28828,28822,1801,Phụ Kiện Máy Quay Khác
28826,28822,1801,Micro Cho Máy Quay
4074,28822,1801,Máy Quay Phim
49346,27600,931,Quần ống rộng nữ
28760,1818,1801,Gimbal
28776,1818,1801,Thiết Bị Phòng Tối
2654,2640,2549,"Đai nịt bụng, Quần tạo dáng sau sinh"
1796,1796,1789,Điện thoại phổ thông
1934,1951,1883,Ấm nước các loại
25706,18328,8322,Gương mini
5401,975,27498,Nón nữ
18344,18328,8322,Quà tặng trang trí khác
5349,8060,1846,Thiết Bị Lưu Trữ Qua Mạng NAS
21352,21346,17166,Phụ kiện xe đạp
28832,4077,1801,Hệ Thống Camera Giám Sát
49572,981,1703,Giày boots nữ cổ cao
49570,981,1703,Giày boots nữ cổ ngắn
981,981,1703,Giày boots nữ
49574,981,1703,Giày boots nữ gót nhọn
21410,21382,17166,Máy nghe nhạc
1841,1818,1801,Kính Lọc - Filter
5408,5404,931,Chân váy xếp li
5406,5404,931,Chân váy ngắn
5407,5404,931,Chân váy dài
23678,2150,1883,Nội thất khác
2010,1946,1882,Máy lọc không khí
5614,1946,1882,Máy tạo ẩm
5976,1946,1882,Máy sấy quần áo
5585,1946,1882,Máy hút ẩm
5977,1946,1882,Máy sấy tay
5010,1946,1882,Máy lọc nước
6525,27612,6000,Túi chống sốc
5337,5337,27616,Túi xách công sở nam
6521,27608,6000,Balo laptop
4542,12884,1846,Máy Scan Tài Liệu
5384,977,8371,Đồng hồ dây da
24166,24128,1975,Dụng cụ tập cơ tay
26652,26568,4221,Micro Karaoke - sân khấu
11727,1582,1520,Trang điểm
24316,24306,1975,Găng tay tập gym
4239,5015,4221,Smart Tivi - Android Tivi
11304,15074,4384,Đặc sản Việt Nam
54512,54500,44792,"Túi rác, cây lau sàn"
21174,21166,17166,Dinh dưỡng cho người lớn
23346,8313,1883,"Bộ ga, ra, drap"
6572,8339,2549,Dầu ăn cho bé
10807,10803,1975,Thực phẩm tăng sức bền
49726,27542,8371,Dụng cụ sửa đồng hồ
1899,7741,8322,Sổ Tay Các Loại
1862,7741,8322,Dụng Cụ Văn Phòng
18342,18328,8322,Phụ kiện - Vật liệu trang trí
5344,941,931,Đầm công sở
8225,5873,1520,Đèn xông
23242,2015,1883,Đèn cảm ứng
23246,2015,1883,Đèn khác
23236,2015,1883,Đèn ngoài trời
49290,5404,931,Chân váy chữ A
5405,5404,931,Chân váy công sở
49288,5404,931,Chân váy bút chì
27582,941,931,Đầm Dáng Xòe
49724,27542,8371,Hộp đựng đồng hồ
49656,6526,6000,Vali nhựa
49658,6526,6000,Vali vải
49660,6526,6000,Vali trẻ em
8265,18328,8322,Móc Khóa - Phụ Kiện Trang Trí
18334,18328,8322,Sticker - Decal trang trí
6548,53620,4384,"Hạt, củ, quả khô"
54508,54500,44792,"Diệt côn trùng, khử mùi"
54334,54330,44792,"Sữa đậu nành, ngũ cốc"
54332,54330,44792,"Sữa tươi, sữa trái cây"
5403,975,27498,Khăn - Tất - Vớ nữ
7566,8387,6000,Túi trống
22900,4546,915,Áo nỉ nam
5409,27562,915,Quần jogger nam
23972,23120,1975,Vovinam
6210,7741,8322,Thiết Bị Giáo Dục Trường Học
8336,917,915,Áo thun nam dài tay
934,1698,931,Áo sơ mi nữ
8048,8047,1801,Máy Bay Camera - Drone
8050,8047,1801,Linh Kiện Thay Thế Máy Bay camera - Drone
9013,2667,1815,Tay Bấm Game - Thiết Bị Điều Khiển
8275,4421,4384,Bánh
8276,4421,4384,Kẹo
8277,4421,4384,Chocolate
53528,4421,4384,Các Loại Đồ Ăn Vặt Khác
8278,4421,4384,Snack
53526,4421,4384,Khô các loại
10556,2640,2549,Đai đỡ bụng bầu
20268,28794,1801,Ống Nhòm
28798,28794,1801,Kính Hiển Vi
28802,28794,1801,Kính Viễn Vọng - Kính Thiên Văn
28796,28794,1801,Ống Ngắm
28804,28794,1801,"Phụ Kiện Ống Kính, Ống Ngắm"
28800,28794,1801,Kính Nhìn Đêm
8346,1508,931,Đồ ngủ nữ
8344,4554,931,Bộ đồ lót nữ
27580,941,931,Đầm dáng ôm
8440,8411,1975,Tennis
1977,8411,1975,Bóng bàn
24304,24294,1975,Dụng cụ câu cá khác
8352,8352,976,Phụ kiện túi
3866,3866,4221,Máy nước nóng
54506,54500,44792,"Bột giặt, nước giặt, xả"
28774,1818,1801,Film Máy Ảnh
8602,5873,1520,Tinh dầu
11868,5873,1520,Sản phẩm thiên nhiên làm đẹp
8224,5873,1520,Nến thơm
5124,4077,1801,Đầu Ghi Hình Camera
49348,27600,931,Quần baggy nữ
8274,22998,4384,Trà
24218,6827,1975,Giày chạy bộ nữ
12886,12884,1846,Máy Chấm Công
1728,1594,1520,Bọt cạo râu
8167,2306,1520,Dụng cụ làm đẹp khác
49508,925,915,Áo khoác jeans nam
4561,4561,976,Ví nữ
11890,6070,8594,Xe thăng bằng
54418,54412,44792,"Nước khoáng, nước suối"
6215,18328,8322,Tượng
23806,1973,1883,Trang trí nhà cửa
11958,8129,1846,Card Màn Hình - VGA
24262,24258,1975,Thiết bị hỗ trợ leo dây
4642,2663,1846,Phụ Kiện Thiết Bị Mạng
54486,54474,44792,"Sữa tắm, xà bông tắm"
20262,1818,1801,Miếng Dán Bảo Vệ Màn Hình Máy Ảnh
21092,21074,17166,Máy in - Máy Scan
8165,2306,1520,Dụng cụ tẩy lông
27566,925,915,Bộ vest nam
49592,8357,1703,Vệ sinh giày
1630,8142,1520,Bao cao su
20768,20766,17166,Bánh kẹo
24298,24294,1975,Lưỡi - Mồi - Phao
24302,24294,1975,Máy câu
24296,24294,1975,Cần câu
17186,1594,1520,Sản phẩm chăm sóc cá nhân khác
984,984,1703,Dép - Guốc nữ
49562,4550,1703,Giày sandals xỏ ngón
54462,54452,44792,"Chà bông, thịt khô"
24312,24306,1975,"Nón, mũ thể thao"
49540,16004,915,Quần bơi - đi biển nam
24244,6141,1975,Quần áo golf nữ
8282,4422,4384,Gia vị dạng bột
8283,4422,4384,Gia vị dạng nước
11331,11327,11312,Hội thảo
10381,925,915,Áo khoác phao nam
28894,2663,1846,Bộ Chuyển Đổi - Transceivers
23466,10068,1883,"Đàn guitar, ukulele"
4236,5015,4221,Tivi thường (LED)
23954,23120,1975,MMA
54324,54316,44792,"Xôi, chè, bánh các loại"
44832,54316,44792,Đồ chế biến sẵn
11921,2307,1520,Que thử thai
16458,7741,8322,Bút Kỹ Thuật
25016,21382,17166,Máy ghi âm
2269,27570,915,Đồ mặc nhà nam - Bộ dài
27570,27570,915,"Đồ ngủ, đồ mặc nhà nam"
54454,54452,44792,"Bánh quy, bánh ngọt"
54296,54290,44792,"Cá khô, tôm, mực khô"
54294,54290,44792,"Cá, hải sản đông lạnh"
54300,54290,44792,Thủy hải sản khác
54298,54290,44792,Thủy hải sản chế biến
54292,54290,44792,"Tôm, cua, ghẹ, ốc"
6073,6070,8594,Phụ kiện xe điện
54504,54500,44792,"Khăn giấy, giấy vệ sinh"
54502,54500,44792,"Nước rửa chén, tẩy rửa"
54510,54500,44792,"Hoa tươi, hoa chậu"
6255,12884,1846,Phần Mềm Máy Tính
29006,12884,1846,Máy Đếm Tiền
12890,12884,1846,Thiết Bị Truyền Thông Hội Nghị
4532,12884,1846,Mực In và Toner
30020,12884,1846,Máy Scan Mã Vạch
10089,12884,1846,Máy Hủy Tài Liệu
8086,12884,1846,Giấy In
2308,12884,1846,Máy In - Photocopy
28782,1840,1801,Túi và Hộp Đựng Máy Quay
54436,54430,44792,"Mì chay, gia vị chay"
46516,46516,11312,TicketBox
49384,49384,931,Thời trang trung niên
23118,17208,8594,"Dịch vụ bảo trì, sửa chữa"
30964,6826,1975,Giày thể thao nam khác
37612,8595,8594,Bán tải
21350,21346,17166,Phụ kiện xe máy
21348,21346,17166,Phụ kiện ô tô
10417,2551,2549,Tã bỉm dành cho người lớn
15250,8374,8371,Dây chuyền
5900,1592,1520,"Sản phẩm dưỡng tay, chân"
1636,1595,1520,Nước hoa nữ
18346,18328,8322,Hộp quà - Túi quà
3710,1973,1883,Decal & giấy dán tường
20992,20908,17166,Nước hoa
5400,975,27498,Phụ kiện cưới
27578,6179,931,Đồ bơi hai mảnh
2538,7741,8322,Bút Chì Màu - Bút Lông Màu - Sáp Màu
28772,1818,1801,Thiết Bị Rửa Ảnh
54450,54438,44792,Đồ dùng trẻ em
54448,54438,44792,"Khăn giấy ướt, tã bỉm"
54444,54438,44792,"Bột ăn dặm, cháo"
54440,54438,44792,Sữa cho trẻ em
54442,54438,44792,"Gia vị, bánh kẹo trẻ em"
54446,54438,44792,Đồ uống trẻ em
3991,1954,1883,"Bình, ca đựng nước"
2609,8339,2549,Trà và Thức uống cho bé
3868,3868,4221,Tủ đông - Tủ mát
23950,23120,1975,Kick Boxing
920,27562,915,Quần jeans nam
21276,21268,17166,Đồ dùng phòng ngủ
54342,54330,44792,"Bơ, magarine"
21060,21054,17166,Máy Tính Bảng
2023,1884,1882,Lò nướng điện
21402,21382,17166,Gậy tự sướng/ Selfie
614,320,8322,How-to - Self Help
2340,2307,1520,Máy massage toàn thân
1623,1591,1520,Thuốc nhuộm tóc
8309,1592,1520,Sản phẩm chăm sóc cơ thể khác
28908,8129,1846,Ổ Đĩa Quang
11964,8129,1846,Bộ Lưu Điện - UPS
28900,8129,1846,Nguồn Máy Tính
11966,8129,1846,Sound Card - Card Âm Thanh
11968,8129,1846,Linh Kiện Máy Tính Khác
28914,8129,1846,Thiết Bị Streaming và Capture Cards
11962,8129,1846,Bộ Vi Xử Lý CPU
11960,8129,1846,Vỏ Case - Thùng Máy
11956,8129,1846,Mainboard - Board Mạch Chủ
28916,8129,1846,KVM Switches - Switch HDMI
28910,8129,1846,I/O Port Cards
8511,1778,8371,"Đồng hồ thời trang, casual nam"
27572,27572,1686,Giày thể thao nam
49640,8337,1686,Giày boots nam cổ cao
8342,27550,27498,Găng tay nam
49626,5340,1686,Giày lười da nam
8513,1778,8371,Đồng hồ thể thao nam
49456,925,915,Áo khoác da nam
21270,21268,17166,Dụng cụ phòng ăn & nhà bếp
23116,17208,8594,Dịch vụ sơn xe
8341,27550,27498,Nón nam
21366,21442,17166,Giày & trang phục thể thao
2020,2015,1883,Đèn diệt côn trùng
2019,2015,1883,Đèn ngủ
23802,2015,1883,"Đèn xông tinh dầu, tinh dầu và phụ kiện"
23058,23054,1883,"Lư trầm, bát hương, bát nhang"
24394,11313,11312,Voucher ẩm thực khác
49590,8357,1703,Miếng lót giày
24176,6826,1975,Giày bóng chuyền nam
6246,18328,8322,Ly - Cốc
24400,11322,11312,Phẫu thuật thẩm mỹ
49542,8355,1703,Giày cao gót nhọn
1581,1581,1686,Giày tây nam
49630,1581,1686,Giày tây nam có dây
4408,1594,1520,Khăn giấy ướt
1910,7741,8322,Flashcards
24254,6141,1975,Quần áo bóng chuyền nữ
4879,28834,1801,Action Camera
54378,54362,44792,"Tiêu, ớt, hương liệu khô"
1752,1594,1520,Dung dịch vệ sinh
5343,27550,27498,"Tất, vớ nam"
8343,27550,27498,Khăn - Găng tay nam
49720,27550,27498,Hình xăm
6305,1951,1883,Kệ nhà bếp
24184,6826,1975,Giày bóng rổ nam
54406,54398,44792,"Đồ bổ dưỡng, hữu cơ"
10389,1698,931,Áo crop-top
49366,4553,931,Đồ gia đình
11330,11327,11312,Studio - Chụp ảnh
21176,21166,17166,Đồ chơi
21288,21268,17166,Trang trí nhà cửa
24188,6826,1975,Giày leo núi nam
15320,8374,8371,Bông tai
15936,8374,8371,Bộ trang sức
24998,21268,17166,Sắp xếp nhà cửa
32874,6827,1975,Giày thể thao nữ khác
24228,6827,1975,Giày leo núi nữ
24222,6827,1975,Giày cầu lông nữ
24226,6827,1975,Giày bóng rổ nữ
24234,6827,1975,Giày bóng chuyền nữ
24224,6827,1975,Giày tennis nữ
54374,54362,44792,"Sốt tẩm ướp, sốt nêm"
21272,21268,17166,Đèn & thiết bị chiếu sáng
25000,21268,17166,Thiết bị nhà cửa khác
21282,21268,17166,Sửa chữa nhà cửa
21280,21268,17166,Ngoài trời & sân vườn
21284,21268,17166,Nhạc cụ
21274,21268,17166,Đồ dùng nhà tắm
24996,21268,17166,Bảo vệ nhà cửa
21286,21268,17166,Nội thất
49728,27542,8371,Pin đồng hồ
5872,1582,1520,Xịt khoáng 
21358,21356,17166,Các môn thể thao chơi vợt
21362,21356,17166,Các môn thể dục và yoga
21372,21356,17166,Thể thao dưới nước
21370,21356,17166,"Phụ kiện thể thao, dã ngoại"
21360,21356,17166,Các môn thể thao đồng đội
21364,21356,17166,Đấm bốc & Võ thuật
21374,21356,17166,Thực phẩm bổ sung năng lượng
49586,4551,1703,Giày lười mũi vuông
11882,8597,8594,Xe số
23778,1973,1883,Decal & giấy dán kính
24248,6141,1975,Quần áo tennis nữ
6141,6141,1975,Trang phục thể thao nữ
24242,6141,1975,Quần áo đá banh nữ
10806,10803,1975,Thực phẩm tăng cơ
8357,8357,1703,Phụ kiện giày
24178,6826,1975,Giày đá bóng nam
21354,21346,17166,Phụ kiện khác
49628,5340,1686,Giày lười nhựa nam
49624,5340,1686,Giày lười vải nam
5340,5340,1686,Giày lười nam
49642,8337,1686,Giày boots nam cổ thấp
8228,1584,1520,Bộ trang điểm
28892,8074,4221,"Phụ kiện, linh kiện điện lạnh khác"
10804,10803,1975,Thực phẩm tăng cân
24340,10803,1975,Bổ sung vitamin và điện giải
10809,10803,1975,Bổ sung vitamin
10808,10803,1975,Bổ sung năng lượng
10805,10803,1975,Thực phẩm giảm cân
24338,10803,1975,Bổ sung năng lượng khác
16004,16004,915,Đồ bơi - Đồ đi biển nam
49538,16004,915,Áo bơi - đi biển nam
27576,6179,931,Đồ bơi một mảnh
49544,8355,1703,Giày cao gót quai sau
49550,8355,1703,Giày cao gót sục
8355,8355,1703,Giày cao gót
13368,11326,11312,Nha khoa
1084,316,8322,"Truyện Tranh, Manga, Comic"
54360,54344,44792,Gói nguyên liệu nấu ăn
20782,20766,17166,Đồ hộp
54320,54316,44792,"Dưa muối, đồ chua, mắm"
54326,54316,44792,"Đậu hũ, thực phẩm khác"
8391,8387,6000,Phụ kiện du lịch khác
8388,8387,6000,Ví passport
28786,1840,1801,Hộp Đựng Filter
8447,8413,1975,Lướt ván
24140,24128,1975,Xà kép
3424,1582,1520,Chăm sóc vùng da mắt
54306,54302,44792,"Củ, quả, măng tươi"
3862,3862,4221,Máy giặt
2678,1818,1801,"Chân Máy Ảnh, Monopod, Tripod"
8054,1818,1801,"Phụ Kiện Máy Ảnh, Máy Quay Khác"
2662,1818,1801,"Pin - Sạc Máy Ảnh, Máy Quay"
20260,1818,1801,Dụng Cụ Vệ Sinh Máy Ảnh
28766,1818,1801,"Túi Hút Ẩm Cho Máy Ảnh, Máy Quay"
20264,1818,1801,Adapter - Ngàm Chuyển
20266,1818,1801,Lens Hood
28768,1818,1801,Hộp Chụp Ảnh Sản Phẩm
28756,1818,1801,Phụ Kiện Cho Ống Kính
28758,1818,1801,Điều Khiển Từ Xa
28764,1818,1801,Ngàm Gắn Máy Quay Trên Người
8308,1592,1520,Sản phẩm sạch khuẩn
3449,1592,1520,Sản phẩm tẩy lông
11753,1592,1520,Trị rạn nứt da
11755,1592,1520,Kem tan mỡ
8212,1592,1520,"Sữa tắm, xà bông, muối tắm"
8226,1592,1520,Bộ chăm sóc cơ thể
13378,11332,11312,Khóa học Kế toán - Tài chính - Đầu tư
24266,24258,1975,Balo leo núi
54490,54474,44792,Chăm sóc cơ thể
28688,28670,1815,Bút Trình Chiếu
925,925,915,Áo vest - Áo khoác nam
2157,8413,1975,Bơi lội
7061,1591,1520,Bộ chăm sóc tóc
11878,8597,8594,Xe tay ga
37598,8597,8594,Phiếu mua xe máy
11884,8597,8594,Xe côn tay
13100,8597,8594,Xe 50cc
37596,8597,8594,Phiếu mua xe mô tô
11888,8597,8594,Xe mô tô
49368,4553,931,Áo đôi
49370,4553,931,Quần đôi
6445,320,8322,Magazines
23970,23120,1975,Judo
39752,24306,1975,Vớ thể thao
2981,4227,1975,Bóng Đá
21172,21166,17166,Dinh dưỡng cho bé
1809,28806,1801,Máy Ảnh DSLR
21088,21074,17166,Máy chiếu
54310,54302,44792,"Nấm, hạt các loại"
2009,1946,1882,Máy hút bụi
3990,1954,1883,"Bình, ly uống trà và phụ kiện"
28886,8074,4221,"Phụ kiện, linh kiện máy lạnh"
6905,316,8322,Thể Dục - Thể Thao
8448,8413,1975,Chèo thuyền
4624,18328,8322,Thú Nhồi Bông
54348,54344,44792,Rau củ quả đông lạnh
1601,1582,1520,Mặt nạ
5893,1582,1520,Chống lão hóa da
37606,8595,8594,SUV
28780,1840,1801,"Dây Đeo Máy Ảnh, Máy Quay, Ống Nhòm"
7449,1778,8371,Đồng hồ lộ máy
20800,20766,17166,Gia vị
54278,54276,44792,"Thịt heo, lợn"
6226,18328,8322,Kẹp Ảnh Gỗ
2458,8095,1846,Macbook
29008,8095,1846,Laptop 2 trong 1
29010,8095,1846,Laptop Truyền Thống
5584,8095,1846,Laptop Gaming
29012,8095,1846,Chromebooks
23958,23120,1975,Aikido
24392,11313,11312,Quán ăn
24264,24258,1975,Dụng cụ bảo hộ leo núi
29016,8093,1846,Máy Tính Bộ Thương Hiệu
8227,1582,1520,Bộ chăm sóc da mặt
54390,54384,44792,"Mì ăn liền, phở, cháo"
54386,54384,44792,"Gạo, nếp, đậu"
54388,54384,44792,"Bột gạo, mì, bột chiên"
54396,54384,44792,Nông sản khô các loại
54394,54384,44792,"Rong biển, nấm, măng khô"
54460,54452,44792,"Bim bim, snack, khoai tây"
54404,54398,44792,"Mật ong, mứt, cốt dừa"
24274,8428,1975,Kìm đa năng
49636,5341,1686,Giày sandals nam quai chéo
8300,1594,1520,Băng vệ sinh
54364,54362,44792,"Dầu ăn, dầu oliu"
54382,54362,44792,Nguyên liệu nấu ăn khác
54372,54362,44792,"Đường cát, đường phèn"
54370,54362,44792,"Muối, hạt nêm, gia vị"
54366,54362,44792,"Nước tương, nước mắm"
54368,54362,44792,"Tương ớt, cà, mù tạt"
54380,54362,44792,Nguyên liệu làm bánh
5121,4077,1801,Camera IP
4343,2663,1846,Bộ Kích Sóng Wifi
23450,10068,1883,Đàn piano
4,320,8322,Business & Economics
