level3CategoryId,level2CategoryId,level1CategoryId,categoryName
25034,21442,17166,Phụ kiện thời trang khác
21366,21442,17166,Giày & trang phục thể thao
21478,21442,17166,Trang Sức
49550,8355,1703,Giày cao gót sục
49542,8355,1703,Giày cao gót nhọn
49626,5340,1686,Giày lười da nam
49588,4551,1703,Giày lười mũi nhọn
49548,8355,1703,Giày cao gót hở mũi
8390,6526,6000,Phụ kiện vali
49552,27604,1703,Giày thể thao cổ thấp
18334,18328,8322,Sticker - Decal trang trí
49658,6526,6000,Vali vải
49656,6526,6000,Vali nhựa
23258,1966,1883,Kệ nhà tắm
8342,27550,27498,Găng tay nam
8273,53562,4384,Sữa nước
4427,53562,4384,Sữa Chức Năng Dạng Bột
28798,28794,1801,Kính Hiển Vi
3990,1954,1883,"Bình, ly uống trà và phụ kiện"
23304,1954,1883,"Bình, ly uống cà phê và phụ kiện"
3177,1954,1883,"Ly, cốc & phụ kiện ly"
3179,1954,1883,"Đũa, muỗng, nĩa"
3178,1954,1883,"Tô, chén, dĩa"
23322,1954,1883,Dụng cụ pha chế
44828,44824,44792,Trái Cây Nhập Khẩu
11960,8129,1846,Vỏ Case - Thùng Máy
934,1698,931,Áo sơ mi nữ
24238,6141,1975,Áo thể thao nữ
49366,4553,931,Đồ gia đình
27588,936,931,"Áo vest, blazer nữ"
1685,917,915,Áo thun nam ngắn tay không cổ
27598,936,931,Áo thun - Áo khoác nỉ nữ
2156,4227,1975,Cầu Đá - Cầu Mây
2658,28806,1801,Máy Ảnh Mirrorless
9,320,8322,Fiction - Literature
24226,6827,1975,Giày bóng rổ nữ
5385,977,8371,Đồng hồ dây kim loại
6524,27612,6000,Cặp đựng laptop
8265,18328,8322,Móc Khóa - Phụ Kiện Trang Trí
28792,1840,1801,Túi Đựng Chân Đế Tripod và Monopod
5384,977,8371,Đồng hồ dây da
8516,977,8371,Đồng hồ thể thao nữ
11333,11333,11312,Sự kiện - Thể thao
8043,8039,1815,Vòng Đeo Thông Minh - Vòng Theo Dõi Vận Động
6214,18328,8322,Hộp Nhạc
6072,6070,8594,Xe máy điện
13382,11332,11312,Khóa học IT và lập trình
18330,18328,8322,Quà tặng trang sức
54414,54412,44792,"Bia, cider"
54428,54412,44792,"Nước trái cây, thể thao"
54426,54412,44792,"Cà phê hạt, đóng chai"
54418,54412,44792,"Nước khoáng, nước suối"
54424,54412,44792,"Trà khô, trà đóng chai"
54416,54412,44792,"Rượu vang, rượu trái cây"
54420,54412,44792,"Nước ngọt, có ga, tonic"
54422,54412,44792,"Siro, nguyên liệu pha chế"
54672,54412,44792,"Rượu whisky, rượu mạnh"
54406,54398,44792,"Đồ bổ dưỡng, hữu cơ"
23966,23120,1975,Taekwondo
24338,10803,1975,Bổ sung năng lượng khác
10424,8339,2549,Nước trái cây cho bé
28818,28814,1801,Máy Đo Sáng và Phụ Kiện
54386,54384,44792,"Gạo, nếp, đậu"
54310,54302,44792,"Nấm, hạt các loại"
1808,28806,1801,Máy Ảnh Compact - Máy Ảnh Du Lịch
2144,28806,1801,Máy Ảnh Lấy Liền
1809,28806,1801,Máy Ảnh DSLR
28808,28806,1801,Máy Chụp Ảnh Phim
15236,8374,8371,Nhẫn
6581,2640,2549,Phụ kiện cho mẹ
54478,54474,44792,"Dầu gội, xả, dưỡng tóc"
18346,18328,8322,Hộp quà - Túi quà
15118,975,27498,Cài Áo
18344,18328,8322,Quà tặng trang trí khác
20170,8215,1815,DAC và Amplifier Di Động
1831,28670,1815,Bàn Di Chuột - Miếng Lót Chuột
24996,21268,17166,Bảo vệ nhà cửa
8388,8387,6000,Ví passport
11316,11313,11312,Nhà hàng - Quán ăn
6280,5015,4221,Tivi 4K
21084,21074,17166,Linh kiện máy tính
10448,8339,2549,Bánh quy
37606,8595,8594,SUV
37632,8595,8594,Phiếu mua xe ô tô dưới 200 triệu
37612,8595,8594,Bán tải
37630,8595,8594,Phiếu mua xe ô tô từ 200 triệu trở lên
37608,8595,8594,MPV
49590,8357,1703,Miếng lót giày
49648,8338,1686,Phụ kiện cho giày nam
11334,11334,11312,Dịch vụ khác
49554,27604,1703,Giày thể thao cổ cao
49620,27572,1686,Giày thể thao nam cổ thấp
24218,6827,1975,Giày chạy bộ nữ
3869,3869,4221,Tủ ướp rượu
28768,1818,1801,Hộp Chụp Ảnh Sản Phẩm
49540,16004,915,Quần bơi - đi biển nam
16004,16004,915,Đồ bơi - Đồ đi biển nam
27576,6179,931,Đồ bơi một mảnh
24286,8428,1975,"Trang phục, phụ kiện chống thấm nước"
20240,8214,1815,Vòng Đeo - Đai Đeo
24242,6141,1975,Quần áo đá banh nữ
10537,5250,2549,Trò chơi dân gian
10523,5250,2549,Đồ chơi thủ công
10804,10803,1975,Thực phẩm tăng cân
7078,26568,4221,Máy radio cassette
4074,28822,1801,Máy Quay Phim
24288,8428,1975,"Bàn, ghế xếp dã ngoại"
24304,24294,1975,Dụng cụ câu cá khác
24208,6140,1975,Quần áo bóng bàn nam
7912,4077,1801,Phụ Kiện Camera Giám Sát
20246,28432,1815,Mạch Điện Lập Trình và Linh Kiện Điện Tử
27610,27608,6000,Balo dây rút
5478,22998,4384,"Ngũ cốc, bột"
53560,22998,4384,Các Loại Đồ Uống Dạng Bột Khác
4555,27570,915,Đồ mặc nhà nam - Bộ ngắn
24198,6140,1975,Quần thể thao nam
49362,1702,931,Áo liền quần
24196,6140,1975,Áo thể thao nam
2269,27570,915,Đồ mặc nhà nam - Bộ dài
24202,6140,1975,Quần áo cầu lông nam
10378,917,915,Áo thun nam ba lỗ
54318,54316,44792,"Bún, phở tươi, bánh mì"
54328,54316,44792,Đặc sản vùng miền
54322,54316,44792,"Lạp xưởng, thịt khô, nem"
44832,54316,44792,Đồ chế biến sẵn
54320,54316,44792,"Dưa muối, đồ chua, mắm"
54326,54316,44792,"Đậu hũ, thực phẩm khác"
54324,54316,44792,"Xôi, chè, bánh các loại"
54392,54384,44792,"Mì, bún khô, bánh tráng"
8275,4421,4384,Bánh
8278,4421,4384,Snack
11753,1592,1520,Trị rạn nứt da
11964,8129,1846,Bộ Lưu Điện - UPS
28802,28794,1801,Kính Viễn Vọng - Kính Thiên Văn
12890,12884,1846,Thiết Bị Truyền Thông Hội Nghị
21362,21356,17166,Các môn thể dục và yoga
4239,5015,4221,Smart Tivi - Android Tivi
2044,1884,1882,Vỉ nướng điện
54396,54384,44792,Nông sản khô các loại
49596,4558,976,Túi đeo chéo công sở
49598,4558,976,Túi đeo chéo dạo phố
54410,54398,44792,"Đồ hộp, đóng gói khác"
6541,18328,8322,Thiệp - Bưu ảnh
4624,18328,8322,Thú Nhồi Bông
6212,18328,8322,Đồng Hồ Cát
18332,18328,8322,Mô hình trang trí
6225,18328,8322,Bookmark
8264,18328,8322,Album - Khung Hình
6246,18328,8322,Ly - Cốc
25706,18328,8322,Gương mini
6215,18328,8322,Tượng
6213,18328,8322,Quả Cầu Tuyết
6226,18328,8322,Kẹp Ảnh Gỗ
54354,54344,44792,"Chả giò, cá, gà viên"
11304,15074,4384,Đặc sản Việt Nam
53580,11347,4384,Hàng Mùa Vụ Khác
28778,1840,1801,Túi Đựng Máy Ảnh
2019,2015,1883,Đèn ngủ
2016,2015,1883,Đèn bàn
23246,2015,1883,Đèn khác
49530,49524,915,Bộ quần áo nam kích cỡ lớn
49528,49524,915,Quần nam kích cỡ lớn
49526,49524,915,Áo nam kích cỡ lớn
27596,936,931,Áo khoác dạ nữ
27594,936,931,Áo cardigan nữ
5337,5337,27616,Túi xách công sở nam
49652,959,27616,Ví nam ngang
49576,984,1703,Dép xỏ ngón
1008,1008,1703,Giày Đế xuồng nữ 
49562,4550,1703,Giày sandals xỏ ngón
10383,5342,1686,Dép nam xỏ ngón
49578,984,1703,Dép quai ngang
49580,984,1703,Dép đi trong nhà
13368,11326,11312,Nha khoa
12744,11332,11312,Khóa học online
13384,11332,11312,Khóa học ngoại ngữ
13376,11332,11312,Khóa học vi tính văn phòng
13388,11332,11312,Khóa học nghệ thuật và chủ đề khác
13380,11332,11312,Khóa học thiết kế đồ họa và video
13386,11332,11312,Khóa học nuôi dạy con và kỹ năng cho bé
13378,11332,11312,Khóa học Kế toán - Tài chính - Đầu tư
13374,11332,11312,Khóa học kinh doanh - marketing
54440,54438,44792,Sữa cho trẻ em
11329,11327,11312,Vui chơi - Giải trí
21170,21166,17166,"Chăm sóc mẹ mang thai, sau sinh"
6571,8339,2549,Thực phẩm chế biến sẵn
5345,941,931,Đầm maxi
27582,941,931,Đầm Dáng Xòe
49364,1702,931,Bộ trang phục
1701,27600,931,Quần jean nữ
49346,27600,931,Quần ống rộng nữ
938,27600,931,Quần tây nữ
23678,2150,1883,Nội thất khác
6071,6070,8594,Xe đạp điện
49622,27572,1686,Giày thể thao nam cổ cao
49640,8337,1686,Giày boots nam cổ cao
49642,8337,1686,Giày boots nam cổ thấp
49632,1581,1686,Giày tây nam không dây
54292,54290,44792,"Tôm, cua, ghẹ, ốc"
11896,8431,8594,Xe đạp thời trang
54308,54302,44792,"Hành, tỏi, ớt, rau thơm"
54306,54302,44792,"Củ, quả, măng tươi"
25008,21298,17166,Quà Tặng
2458,8095,1846,Macbook
861,316,8322,Sách Tôn Giáo - Tâm Linh
17224,17208,8594,Lắp đặt mâm lốp
5333,917,915,Áo thun nam ngắn tay có cổ
8336,917,915,Áo thun nam dài tay
25022,21382,17166,Portable Amplifier
28788,1840,1801,Hộp Đựng Lens
54282,54276,44792,"Thịt gà, vịt, chim"
6580,2640,2549,"Máy hút sữa, Túi trữ sữa"
49600,4560,976,Túi xách to bản
49610,4559,976,Túi tote không khóa
49618,8352,976,Phụ kiện cài túi
49290,5404,931,Chân váy chữ A
5406,5404,931,Chân váy ngắn
5407,5404,931,Chân váy dài
24278,8428,1975,"Lều trại, mái che"
24060,24002,1975,Bộ môn ném đĩa
25028,21382,17166,Linh kiện điện thoại
1977,8411,1975,Bóng bàn
24166,24128,1975,Dụng cụ tập cơ tay
10385,1702,931,Áo dài
23346,8313,1883,"Bộ ga, ra, drap"
54366,54362,44792,"Nước tương, nước mắm"
6305,1951,1883,Kệ nhà bếp
1934,1951,1883,Ấm nước các loại
2308,12884,1846,Máy In - Photocopy
10423,8339,2549,Vitamins
49380,49372,931,Bộ đồ bầu
54312,54302,44792,Combo rau củ
21418,21382,17166,Tai nghe
23072,23054,1883,Bàn thờ
23056,23054,1883,Bộ đồ thờ
23082,23054,1883,Phụ kiện thờ cúng
6548,53620,4384,"Hạt, củ, quả khô"
8361,975,27498,Phụ kiện tóc nữ
53576,11347,4384,Hộp Quà Tết
53578,11347,4384,Hộp Quà Tặng
11347,11347,4384,Bộ quà tặng
54456,54452,44792,"Socola, kẹo, ngũ cốc"
27584,941,931,Đầm suông
10536,5250,2549,Đồ chơi ảo thuật
1752,1594,1520,Dung dịch vệ sinh
17186,1594,1520,Sản phẩm chăm sóc cá nhân khác
8300,1594,1520,Băng vệ sinh
1728,1594,1520,Bọt cạo râu
4408,1594,1520,Khăn giấy ướt
8305,2307,1520,Khẩu trang y tế
2162,2307,1520,Chăm sóc mắt
1631,8142,1520,Gel bôi trơn
24130,24128,1975,Máy chạy bộ
10414,2551,2549,Miếng lót sơ sinh
49630,1581,1686,Giày tây nam có dây
49594,8357,1703,Phụ kiện cho giày
53350,1582,1520,Serum
21390,21382,17166,"Dây sạc, Dây cáp"
4556,27548,915,Quần lót nam
4557,27548,915,Bộ đồ lót nam
2552,2551,2549,Tã dán
2657,8039,1815,Đồng Hồ Thông Minh
24380,11319,11312,Vé tham quan - du lịch
24378,11319,11312,Sim 3G/4G - Bộ phát Wifi
2321,316,8322,Sách Giáo Khoa - Giáo Trình
7361,2663,1846,Card Mạng
49456,925,915,Áo khoác da nam
49458,925,915,Áo khoác gió
10381,925,915,Áo khoác phao nam
27566,925,915,Bộ vest nam
49536,49532,915,Quần nam trung niên
24298,24294,1975,Lưỡi - Mồi - Phao
24204,6140,1975,Quần áo golf nam
23974,23120,1975,Võ cổ truyền
54388,54384,44792,"Bột gạo, mì, bột chiên"
54368,54362,44792,"Tương ớt, cà, mù tạt"
29012,8095,1846,Chromebooks
49646,8338,1686,Miếng lót giày nam
49566,1192,1703,Giày búp bê mũi tròn
49374,49372,931,Đầm bầu
49378,49372,931,Quần bầu
49382,49372,931,Đồ lót bầu
49376,49372,931,Áo bầu
11968,8129,1846,Linh Kiện Máy Tính Khác
21406,21382,17166,Loa nghe nhạc
17226,17208,8594,"Lắp đặt phụ tùng, phụ kiện"
54492,54474,44792,"Băng vệ sinh, dung dịch"
5172,8093,1846,Máy Tính Để Bàn Lắp Ráp
8094,8093,1846,Máy Tính All in one
29016,8093,1846,Máy Tính Bộ Thương Hiệu
7369,8093,1846,Mini PC
29014,8093,1846,Towers - Máy Chủ - Server
11923,2307,1520,Túi chườm
13100,8597,8594,Xe 50cc
49354,936,931,Áo khoác chống nắng nữ
5893,1582,1520,Chống lão hóa da
25026,21382,17166,Bàn phím
54382,54362,44792,Nguyên liệu nấu ăn khác
2339,1966,1883,Phụ kiện nhà tắm khác
23446,2223,1883,Dụng cụ ngoài trời khác
8728,1884,1882,Đồ dùng nhà bếp khác
21420,21382,17166,Thẻ nhớ điện thoại
28884,8074,4221,"Phụ kiện, linh kiện tủ lạnh"
49544,8355,1703,Giày cao gót quai sau
49546,8355,1703,Giày bít mũi quai ngang
49564,1192,1703,Giày búp bê mũi nhọn
49556,4550,1703,Giày sandals đế bằng
54300,54290,44792,Thủy hải sản khác
6742,2667,1815,Phụ Kiện Gaming
2664,12884,1846,Máy Chiếu và Phụ Kiện Máy Chiếu
1843,1840,1801,Hộp Đựng - Tủ Chống Ẩm
11323,11322,11312,Spa - Thẩm mỹ viện
27554,4546,915,Áo len dệt kim
49512,10382,915,Áo hoodies nam vải nỉ
49514,10382,915,Áo hoodies nam vải cotton
49352,936,931,Áo khoác jeans nữ
49370,4553,931,Quần đôi
21436,21382,17166,Thiết bị mạng
49442,6179,931,Bikini
6179,6179,931,Trang phục bơi nữ
49726,27542,8371,Dụng cụ sửa đồng hồ
28758,1818,1801,Điều Khiển Từ Xa
2347,1582,1520,"Nước hoa hồng, toner"
24292,8428,1975,Đồ dùng dã ngoại khác
2576,11601,2549,Dụng cụ chăm sóc sức khỏe
21370,21356,17166,"Phụ kiện thể thao, dã ngoại"
49570,981,1703,Giày boots nữ cổ ngắn
49574,981,1703,Giày boots nữ gót nhọn
49572,981,1703,Giày boots nữ cổ cao
5405,5404,931,Chân váy công sở
4423,22998,4384,Cà phê
8274,22998,4384,Trà
24240,6141,1975,Quần thể thao nữ
24132,24128,1975,Xe đạp tập
5409,27562,915,Quần jogger nam
939,27600,931,Quần shorts nữ
1702,1702,931,Áo liền quần - Bộ trang phục
49624,5340,1686,Giày lười vải nam
5363,1884,1882,Máy làm mì sợi
15320,8374,8371,Bông tai
20222,8214,1815,Dây Đeo và Phụ Kiện Trang Trí
27580,941,931,Đầm dáng ôm
2662,1818,1801,"Pin - Sạc Máy Ảnh, Máy Quay"
49654,959,27616,Ví nam đứng
11318,11313,11312,Bar - Beer club
54286,54276,44792,Các loại thịt khác
11689,2306,1520,Máy hút mụn
54454,54452,44792,"Bánh quy, bánh ngọt"
54458,54452,44792,"Củ quả sấy, mứt, ô mai"
54462,54452,44792,"Chà bông, thịt khô"
54444,54438,44792,"Bột ăn dặm, cháo"
5121,4077,1801,Camera IP
5124,4077,1801,Đầu Ghi Hình Camera
5123,4077,1801,Camera Quan Sát Analog
28832,4077,1801,Hệ Thống Camera Giám Sát
49660,6526,6000,Vali trẻ em
8459,24306,1975,Bình nước thể thao
1821,8214,1815,Pin Sạc Dự Phòng
23956,23120,1975,Karatedo
10415,2551,2549,Tã giấy
24180,6826,1975,Giày cầu lông nam
20826,20824,17166,Điện lạnh
20808,20766,17166,Thực phẩm bổ dưỡng
20768,20766,17166,Bánh kẹo
20782,20766,17166,Đồ hộp
20770,20766,17166,Chăm sóc thú cưng
20800,20766,17166,Gia vị
11524,5015,4221,Internet Tivi
1827,8060,1846,Ổ Cứng Di Động
4493,5250,2549,Đồ chơi mô hình
10538,5250,2549,Trò chơi trí tuệ
2553,2551,2549,Tã quần
2555,2551,2549,Khăn giấy ướt cho bé
10417,2551,2549,Tã bỉm dành cho người lớn
2554,2551,2549,Tã vải
24234,6827,1975,Giày bóng chuyền nữ
21094,21074,17166,Máy in - Máy Scan
54482,54474,44792,"Sữa rửa mặt, dưỡng da"
54476,54474,44792,"Kem đánh răng, bàn chải"
54498,54474,44792,Bảo vệ sức khỏe
54490,54474,44792,Chăm sóc cơ thể
54480,54474,44792,"Gel tạo kiểu, nhuộm tóc"
54486,54474,44792,"Sữa tắm, xà bông tắm"
54484,54474,44792,"Trang điểm, chống nắng"
54496,54474,44792,"Bao cao su, gel bôi trơn"
54494,54474,44792,"Dao, bọt cạo râu"
54488,54474,44792,"Khăn tắm, khăn mặt"
887,316,8322,Sách Học Ngoại Ngữ
885,316,8322,Sách Y Học
24190,6826,1975,Giày đánh golf nam
54352,54344,44792,"Pizza, mì, cơm đông lạnh"
24186,6826,1975,Giày bóng bàn nam
882,316,8322,Sách Nông - Lâm - Ngư Nghiệp
6073,6070,8594,Phụ kiện xe điện
11890,6070,8594,Xe thăng bằng
21386,21382,17166,Màn hình & miếng dán màn hình
6568,6568,2549,Thực phẩm ăn dặm
6523,8387,6000,"Balo du lịch, phượt"
6522,27608,6000,Balo nữ
6521,27608,6000,Balo laptop
27552,925,915,Áo cardigan nam
24282,8428,1975,Thảm dã ngoại
54468,54466,44792,"Thức ăn cho chó, mèo"
4558,4558,976,"Túi đeo chéo, túi đeo vai nữ"
1794,1794,1789,Máy tính bảng
11317,11313,11312,Cafe - Kem - Bánh
24390,11313,11312,Nhà hàng
24394,11313,11312,Voucher ẩm thực khác
24392,11313,11312,Quán ăn
54390,54384,44792,"Mì ăn liền, phở, cháo"
21086,21074,17166,Màn hình máy tính
8229,1592,1520,Bộ chăm sóc tóc và da đầu
5995,2223,1883,"Áo mưa, ô dù và phụ kiện đi mưa"
7566,8387,6000,Túi trống
27544,11375,8371,Đồng hồ bé trai
24134,24128,1975,Máy rung giảm cân
11374,8370,27498,Mắt kính trẻ em
8448,8413,1975,Chèo thuyền
8447,8413,1975,Lướt ván
26652,26568,4221,Micro Karaoke - sân khấu
8450,8413,1975,Phao trượt
24300,24294,1975,Dây câu
2157,8413,1975,Bơi lội
24986,20824,17166,Phụ kiện điện gia dụng
10539,5250,2549,Video games
54502,54500,44792,"Nước rửa chén, tẩy rửa"
5344,941,931,Đầm công sở
5346,941,931,Đầm dự tiệc
28896,2663,1846,Ăng-Ten Mạng
10571,10570,2549,Que thử thai
1084,316,8322,"Truyện Tranh, Manga, Comic"
1468,316,8322,Tạp Chí - Catalogue
879,316,8322,Sách Khoa Học - Kỹ Thuật
6905,316,8322,Thể Dục - Thể Thao
21388,21382,17166,Adapter - Củ sạc
49584,4551,1703,Giày lười hở gót
8042,8039,1815,Thiết Bị Thực Tế Ảo VR
29006,12884,1846,Máy Đếm Tiền
